           ******* TWO SAMPLE TEST ******
    
        TITLE : L350 Seyferts                                                                   
    
        DATA SET : two_sampl
        VARIABLE : L350     
        TESTED GROUPS ARE Sy 1      AND Sy 2     
     
      # OF DATA POINTS : 306, # OF UPPER LIMITS :  97
      # OF DATA POINTS IN GROUP I  : 149
      # OF DATA POINTS IN GROUP II : 157
     
 DISTINCT FAILURES         R(I)            M(I)        M(I)/R(I)         H(I)
              42.415         -0.496
              42.393          0.500
              42.392          0.504
              42.370          0.511
              42.368          0.515
              42.362          0.519
              42.359          0.522
              42.356          0.527
              42.354          0.535
              42.351          0.536
              42.347          0.540
              42.340          0.541
              42.340          1.091
              42.336         -0.444
              42.334          0.552
              42.329          0.553
              42.320         -0.442
              42.319         -0.446
              42.310          0.541
              42.294          0.542
              42.292         -0.453
              42.284          0.539
              42.272         -0.449
              42.260          0.552
              42.258         -0.884
              42.247         -0.457
              42.228          0.538
              42.223          0.545
              42.221          0.552
              42.217         -0.442
              42.198          0.537
              42.197          0.543
              42.159         -0.455
              42.157          0.539
              42.148         -0.438
              42.148          0.556
              42.135          0.565
              42.128          0.574
              42.124         -0.418
              42.117          0.585
              42.114         -0.397
              42.111         -0.403
              42.099          0.583
              42.090         -0.407
              42.083          0.571
              42.075          0.582
              42.059          0.593
              42.052         -0.396
              42.027          0.580
              41.991         -0.417
              41.977          0.574
              41.969          0.587
              41.962          0.600
              41.962         -0.386
              41.940         -0.366
              41.929         -0.375
              41.927         -0.395
              41.919         -0.405
              41.911         -0.417
              41.889         -0.429
              41.842          0.576
              41.842         -0.406
              41.819         -0.414
              41.812         -0.429
              41.811          0.556
              41.731          0.600
              41.730          0.625
              41.689          0.652
              41.639          0.650
              41.638         -0.316
              41.513         -0.312
              41.477          0.615
              41.365         -0.400
              41.358         -0.444
              41.348          0.500
              40.751          0.000
          TEST STATISTIC        =       2.588
          PROBABILITY           =       0.0097

     
        PETO & PETO GENERALIZED WILCOXON TEST
     
          WW =    -10.35
          VAR=     23.298
     


               T(I)         SCORE(I)
              43.712          0.000
              43.537          0.997
              43.454          0.990
              43.337          0.984
              43.316         -0.010
              43.271         -0.010
              43.213          0.977
              43.198          0.970
              43.191          0.964
              43.183          0.957
              43.170          0.951
              43.139          0.944
              43.125          0.937
              43.109          0.931
              43.100          0.924
              43.099          0.918
              43.090          0.911
              43.084          0.904
              43.077          0.898
              43.072          0.891
              43.071          0.885
              43.057          0.878
              43.054         -0.063
              43.040          0.871
              43.012         -0.066
              43.004          0.865
              43.002         -0.069
              42.992          0.858
              42.984          0.851
              42.983          0.845
              42.975          0.838
              42.975          0.831
              42.973          0.825
              42.968          0.818
              42.964          0.811
              42.961          0.805
              42.961          0.798
              42.960          0.791
              42.949          0.785
              42.946          0.778
              42.943          0.771
              42.919         -0.116
              42.890          0.765
              42.886          0.758
              42.874          0.751
              42.869          0.745
              42.868          0.738
              42.862          0.731
              42.859          0.725
              42.850          0.718
              42.847          0.711
              42.839          0.704
              42.832          0.698
              42.818         -0.153
              42.816          0.691
              42.812         -0.156
              42.809          0.684
              42.805          0.678
              42.804          0.671
              42.803          0.664
              42.795          0.657
              42.793          0.651
              42.786         -0.176
              42.785          0.644
              42.783          0.637
              42.781          0.630
              42.779          0.623
              42.779          0.617
              42.775          0.610
              42.775          0.603
              42.773          0.596
              42.771         -0.204
              42.768          0.590
              42.764          0.583
              42.762          0.576
              42.760          0.569
              42.757          0.562
              42.749          0.555
              42.747          0.549
              42.740          0.542
              42.724          0.535
              42.723          0.528
              42.717          0.521
              42.715          0.515
              42.714         -0.244
              42.713          0.508
              42.706          0.501
              42.706          0.494
              42.698         -0.255
              42.690          0.487
              42.689          0.480
              42.688          0.474
              42.673          0.467
              42.672          0.460
              42.671          0.453
              42.669          0.446
              42.668          0.439
              42.658          0.432
              42.650         -0.286
              42.640          0.425
              42.639          0.419
              42.629          0.412
              42.620          0.405
              42.616          0.398
              42.611          0.391
              42.606         -0.306
              42.605          0.384
              42.605          0.377
              42.605         -0.313
              42.601          0.370
              42.600          0.363
              42.596         -0.320
              42.578          0.356
              42.575          0.349
              42.564          0.342
              42.563          0.335
              42.561         -0.334
              42.555          0.328
              42.554         -0.338
              42.551          0.321
              42.551          0.314
              42.548          0.307
              42.544          0.300
              42.538         -0.352
              42.526          0.293
              42.522          0.286
              42.521         -0.359
              42.521          0.278
              42.518         -0.363
              42.502          0.271
              42.500         -0.366
              42.499         -0.366
              42.494          0.264
              42.494          0.257
              42.489         -0.373
              42.487          0.249
              42.486         -0.377
              42.483          0.242
              42.475          0.235
              42.474          0.227
              42.471         -0.388
              42.471          0.220
              42.471         -0.392
              42.467          0.212
              42.466          0.205
              42.464          0.198
              42.464          0.190
              42.461          0.183
              42.454          0.175
              42.451         -0.414
              42.450          0.168
              42.447          0.160
              42.445          0.153
              42.445          0.145
              42.443         -0.429
              42.441          0.138
              42.440          0.130
              42.439         -0.437
              42.437         -0.437
              42.435          0.119
              42.435          0.119
              42.431          0.107
              42.425          0.099
              42.424         -0.452
              42.422         -0.452
              42.415          0.092
              42.393          0.084
              42.392          0.076
              42.380         -0.464
              42.370          0.068
              42.368          0.061
              42.362          0.053
              42.359          0.045
              42.359         -0.479
              42.356         -0.479
              42.356          0.037
              42.355         -0.483
              42.354          0.029
              42.353         -0.487
              42.352         -0.487
              42.352         -0.487
              42.351          0.021
              42.347          0.013
              42.341         -0.496
              42.340          0.005
              42.340         -0.008
              42.340         -0.008
              42.339         -0.508
              42.338         -0.508
              42.336         -0.020
              42.334         -0.029
              42.332         -0.516
              42.329         -0.037
              42.320         -0.046
              42.319         -0.054
              42.315         -0.529
              42.311         -0.529
              42.310         -0.063
              42.304         -0.534
              42.294         -0.071
              42.292         -0.080
              42.288         -0.542
              42.287         -0.542
              42.286         -0.542
              42.284         -0.089
              42.281         -0.547
              42.276         -0.547
              42.272         -0.547
              42.272         -0.098
              42.264         -0.551
              42.260         -0.107
              42.258         -0.121
              42.258         -0.121
              42.257         -0.565
              42.247         -0.135
              42.228         -0.145
              42.227         -0.575
              42.226         -0.575
              42.223         -0.154
              42.221         -0.164
              42.217         -0.174
              42.216         -0.589
              42.210         -0.589
              42.209         -0.589
              42.198         -0.184
              42.197         -0.194
              42.186         -0.599
              42.185         -0.599
              42.169         -0.599
              42.159         -0.204
              42.157         -0.214
              42.156         -0.610
              42.150         -0.610
              42.148         -0.225
              42.148         -0.236
              42.147         -0.620
              42.142         -0.620
              42.135         -0.246
              42.128         -0.257
              42.124         -0.268
              42.124         -0.637
              42.117         -0.279
              42.115         -0.643
              42.114         -0.291
              42.111         -0.302
              42.109         -0.654
              42.099         -0.314
              42.090         -0.325
              42.089         -0.665
              42.086         -0.665
              42.083         -0.337
              42.075         -0.349
              42.059         -0.361
              42.052         -0.373
              42.044         -0.689
              42.030         -0.689
              42.027         -0.385
              42.026         -0.696
              41.991         -0.397
              41.977         -0.410
              41.969         -0.423
              41.962         -0.435
              41.962         -0.448
              41.957         -0.727
              41.954         -0.727
              41.940         -0.461
              41.929         -0.474
              41.928         -0.741
              41.927         -0.488
              41.919         -0.502
              41.911         -0.515
              41.889         -0.529
              41.856         -0.768
              41.842         -0.543
              41.842         -0.557
              41.834         -0.782
              41.821         -0.782
              41.819         -0.571
              41.812         -0.586
              41.811         -0.601
              41.783         -0.804
              41.731         -0.617
              41.730         -0.632
              41.689         -0.648
              41.672         -0.828
              41.667         -0.828
              41.639         -0.664
              41.638         -0.682
              41.534         -0.845
              41.518         -0.845
              41.513         -0.700
              41.505         -0.855
              41.478         -0.855
              41.477         -0.721
              41.476         -0.866
              41.403         -0.866
              41.365         -0.745
              41.358         -0.772
              41.348         -0.799
              41.345         -0.906
              41.227         -0.906
              41.200         -0.906
              41.168         -0.906
              41.090         -0.906
              40.987         -0.906
              40.751         -0.906
          TEST STATISTIC        =       2.144
          PROBABILITY           =       0.0320

     
        PETO & PRENTICE GENERALIZED WILCOXON TEST
     
          WW  =          10.305
          VAR =          22.983
     
             

               T(I)         SCORE(I)
              43.537          0.000
              43.454          0.987
              43.337          0.980
              43.213          0.000
              43.198          0.967
              43.191          0.000
              43.183          0.954
              43.170          0.000
              43.139          0.941
              43.125          0.934
              43.109          0.000
              43.100          0.000
              43.099          0.000
              43.090          0.908
              43.084          0.901
              43.077          0.895
              43.072          0.000
              43.071          0.882
              43.057          0.813
              43.040         -0.066
              43.004         -0.069
              42.992          0.000
              42.984          0.849
              42.983          0.842
              42.975          0.000
              42.975          0.829
              42.973          0.822
              42.968          0.000
              42.964          0.809
              42.961          0.000
              42.961          0.000
              42.960          0.000
              42.949          0.000
              42.946          0.775
              42.943          0.000
              42.890          0.762
              42.886          0.000
              42.874          0.000
              42.869          0.742
              42.868          0.735
              42.862          0.729
              42.859          0.722
              42.850          0.715
              42.847          0.709
              42.839          0.702
              42.832          0.543
              42.816          0.689
              42.809          0.682
              42.805          0.000
              42.804          0.668
              42.803          0.662
              42.795          0.655
              42.793          0.648
              42.785          0.000
              42.783          0.635
              42.781          0.000
              42.779          0.000
              42.779          0.615
              42.775          0.608
              42.775          0.000
              42.773         -0.203
              42.768          0.000
              42.764          0.581
              42.762          0.574
              42.760          0.567
              42.757          0.000
              42.749          0.554
              42.747          0.000
              42.740          0.540
              42.724          0.000
              42.723          0.000
              42.717          0.520
              42.715          0.513
              42.713          0.000
              42.706          0.499
              42.706          0.000
              42.690          0.486
              42.689          0.000
              42.688          0.000
              42.673          0.000
              42.672          0.458
              42.671          0.000
              42.669          0.000
              42.668          0.438
              42.658         -0.285
              42.640          0.424
              42.639          0.000
              42.629          0.410
              42.620          0.000
              42.616          0.396
              42.611          0.390
              42.605          0.383
              42.605         -0.312
              42.601          0.369
              42.600          0.043
              42.578          0.000
              42.575          0.348
              42.564          0.341
              42.563          0.334
              42.555          0.000
              42.551          0.000
              42.551          0.000
              42.548          0.000
              42.544         -0.052
              42.526          0.292
              42.522          0.000
              42.521          0.277
              42.502          0.270
              42.494          0.263
              42.494         -0.372
              42.487         -0.128
              42.483          0.241
              42.475          0.234
              42.474          0.226
              42.471          0.000
              42.467          0.000
              42.466          0.000
              42.464          0.197
              42.464          0.189
              42.461          0.000
              42.454         -0.239
              42.450          0.167
              42.447          0.159
              42.445          0.000
              42.445          0.144
              42.441          0.000
              42.440          0.000
              42.435          0.118
              42.431          0.106
              42.425         -0.901
              42.415          0.000
              42.393          0.083
              42.392         -0.387
              42.370          0.068
              42.368          0.060
              42.362          0.052
              42.359         -0.433
              42.356         -0.445
              42.354         -0.457
              42.351          0.020
              42.347          0.012
              42.340          0.004
              42.340         -0.521
              42.336         -0.000
              42.334         -0.029
              42.329         -0.038
              42.320         -0.000
              42.319         -0.000
              42.310         -0.063
              42.294         -0.072
              42.292         -0.540
              42.284         -1.179
              42.272         -0.549
              42.260         -0.108
              42.258         -0.000
              42.247         -0.000
              42.228         -0.718
              42.223         -0.155
              42.221         -0.164
              42.217         -0.000
              42.198         -0.184
              42.197         -0.791
              42.159         -0.000
              42.157         -1.429
              42.148         -0.000
              42.148         -0.854
              42.135         -0.247
              42.128         -0.258
              42.124         -0.634
              42.117         -0.920
              42.114         -0.000
              42.111         -0.000
              42.099         -0.314
              42.090         -0.000
              42.083         -0.337
              42.075         -0.349
              42.059         -0.361
              42.052         -0.000
              42.027         -0.385
              41.991         -0.000
              41.977         -0.410
              41.969         -0.422
              41.962         -0.435
              41.962         -1.448
              41.940         -0.000
              41.929         -0.000
              41.927         -0.000
              41.919         -0.000
              41.911         -0.000
              41.889         -0.764
              41.842         -0.542
              41.842         -0.778
              41.819         -0.000
              41.812         -0.000
              41.811         -1.400
              41.731         -0.615
              41.730         -0.631
              41.689         -0.646
              41.639         -0.663
              41.638         -0.840
              41.513         -0.000
              41.477         -0.720
              41.365         -0.000
              41.358         -0.000
              41.348         -2.593
              40.751         -0.898
          TEST STATISTIC        =       2.150
          PROBABILITY           =       0.0316

    
    
        KAPLAN-MEIER ESTIMATOR
    
    
        DATA FILE : two_sampl
    
        VARIABLE : Sy 1     
    
    
        # OF DATA POINTS : 149 # OF UPPER LIMITS :  59
    
    
          VARIABLE RANGE      KM ESTIMATOR   ERROR
FROM    0.000   TO   41.090       1.000
FROM   41.090   TO   41.358       0.866       0.050
       41.168 C 
       41.200 C 
       41.345 C 
FROM   41.358   TO   41.365       0.833       0.050
FROM   41.365   TO   41.513       0.799       0.047
       41.403 C 
       41.476 C 
       41.478 C 
       41.505 C 
FROM   41.513   TO   41.638       0.779       0.047
       41.534 C 
FROM   41.638   TO   41.812       0.761       0.048
       41.667 C 
       41.672 C 
FROM   41.812   TO   41.819       0.745       0.048
FROM   41.819   TO   41.842       0.729       0.048
       41.834 C 
FROM   41.842   TO   41.889       0.714       0.049
FROM   41.889   TO   41.911       0.699       0.049
FROM   41.911   TO   41.919       0.684       0.049
FROM   41.919   TO   41.927       0.669       0.049
FROM   41.927   TO   41.929       0.653       0.048
       41.928 C 
FROM   41.929   TO   41.940       0.639       0.048
FROM   41.940   TO   41.962       0.625       0.048
FROM   41.962   TO   41.991       0.610       0.048
FROM   41.991   TO   42.052       0.596       0.047
       42.026 C 
       42.030 C 
       42.044 C 
FROM   42.052   TO   42.090       0.583       0.047
       42.086 C 
       42.089 C 
FROM   42.090   TO   42.111       0.570       0.047
       42.109 C 
FROM   42.111   TO   42.114       0.558       0.046
FROM   42.114   TO   42.124       0.547       0.046
FROM   42.124   TO   42.148       0.535       0.046
       42.142 C 
FROM   42.148   TO   42.159       0.523       0.045
FROM   42.159   TO   42.217       0.511       0.045
       42.169 C 
       42.185 C 
       42.209 C 
       42.210 C 
       42.216 C 
FROM   42.217   TO   42.247       0.501       0.045
       42.226 C 
FROM   42.247   TO   42.258       0.491       0.044
       42.257 C 
FROM   42.258   TO   42.272       0.471       0.044
FROM   42.272   TO   42.292       0.461       0.043
       42.276 C 
       42.287 C 
       42.288 C 
FROM   42.292   TO   42.319       0.451       0.043
       42.304 C 
       42.311 C 
       42.315 C 
FROM   42.319   TO   42.320       0.442       0.043
FROM   42.320   TO   42.336       0.433       0.043
       42.332 C 
FROM   42.336   TO   42.415       0.424       0.042
       42.339 C 
       42.341 C 
       42.352 C 
       42.353 C 
       42.359 C 
FROM   42.415   TO   42.425       0.416       0.042
FROM   42.425   TO   42.435       0.408       0.042
FROM   42.435   TO   42.440       0.400       0.042
       42.437 C 
       42.439 C 
FROM   42.440   TO   42.441       0.392       0.042
FROM   42.441   TO   42.445       0.384       0.041
       42.443 C 
FROM   42.445   TO   42.461       0.376       0.041
FROM   42.461   TO   42.466       0.368       0.041
FROM   42.466   TO   42.467       0.360       0.041
FROM   42.467   TO   42.471       0.352       0.040
       42.471 C 
FROM   42.471   TO   42.494       0.344       0.040
       42.471 C 
FROM   42.494   TO   42.522       0.337       0.040
       42.499 C 
       42.500 C 
       42.518 C 
       42.521 C 
FROM   42.522   TO   42.548       0.329       0.039
FROM   42.548   TO   42.551       0.322       0.039
FROM   42.551   TO   42.551       0.315       0.039
FROM   42.551   TO   42.555       0.307       0.039
       42.554 C 
FROM   42.555   TO   42.578       0.300       0.038
       42.561 C 
FROM   42.578   TO   42.605       0.293       0.038
FROM   42.605   TO   42.620       0.285       0.038
       42.606 C 
FROM   42.620   TO   42.639       0.278       0.037
FROM   42.639   TO   42.658       0.271       0.037
FROM   42.658   TO   42.669       0.264       0.037
FROM   42.669   TO   42.671       0.257       0.036
FROM   42.671   TO   42.673       0.250       0.036
FROM   42.673   TO   42.688       0.243       0.036
FROM   42.688   TO   42.689       0.235       0.035
FROM   42.689   TO   42.706       0.228       0.035
       42.698 C 
FROM   42.706   TO   42.713       0.221       0.035
FROM   42.713   TO   42.723       0.214       0.034
       42.714 C 
FROM   42.723   TO   42.724       0.207       0.034
FROM   42.724   TO   42.747       0.200       0.033
FROM   42.747   TO   42.757       0.193       0.033
FROM   42.757   TO   42.768       0.186       0.032
FROM   42.768   TO   42.773       0.179       0.032
FROM   42.773   TO   42.775       0.172       0.031
FROM   42.775   TO   42.779       0.165       0.031
FROM   42.779   TO   42.781       0.158       0.030
FROM   42.781   TO   42.785       0.151       0.030
FROM   42.785   TO   42.805       0.144       0.029
       42.786 C 
FROM   42.805   TO   42.874       0.137       0.028
       42.812 C 
FROM   42.874   TO   42.886       0.130       0.028
FROM   42.886   TO   42.943       0.123       0.027
       42.919 C 
FROM   42.943   TO   42.949       0.116       0.027
FROM   42.949   TO   42.960       0.110       0.026
FROM   42.960   TO   42.961       0.103       0.025
FROM   42.961   TO   42.961       0.096       0.024
FROM   42.961   TO   42.968       0.089       0.024
FROM   42.968   TO   42.975       0.082       0.023
FROM   42.975   TO   42.992       0.075       0.022
FROM   42.992   TO   43.004       0.068       0.021
FROM   43.004   TO   43.040       0.062       0.020
FROM   43.040   TO   43.072       0.055       0.019
FROM   43.072   TO   43.099       0.048       0.018
FROM   43.099   TO   43.100       0.041       0.016
FROM   43.100   TO   43.109       0.034       0.015
FROM   43.109   TO   43.170       0.027       0.013
FROM   43.170   TO   43.191       0.020       0.012
FROM   43.191   TO   43.213       0.014       0.010
FROM   43.213   TO   43.537       0.007       0.007
       43.271 C 
       43.316 C 
FROM   43.537   ONWARDS           0.000       0.000
       43.712 C 
          WARNING:  THE FIRST POINT WAS CHANGED TO A DETECTION
                    FOR THE K-M COMPUTATION
    
        PERCENTILES    
         75 TH     50 TH     25 TH
         41.755    42.220    42.671
    
        MEAN=    42.156 +/- 0.059   LIMITED TO     41.090

          SINCE A CENSORED POINT WAS CHANGED TO A DETECTION,
          THE MEAN ESTIMATE IS BIASED.
 
    
    
        KAPLAN-MEIER ESTIMATOR
    
    
        DATA FILE : two_sampl
    
        VARIABLE : Sy 2     
    
    
        # OF DATA POINTS : 157 # OF UPPER LIMITS :  38
    
    
          VARIABLE RANGE      KM ESTIMATOR   ERROR
FROM    0.000   TO   40.751       1.000
FROM   40.751   TO   41.348       0.943       0.029
       40.987 C 
       41.227 C 
FROM   41.348   TO   41.477       0.924       0.031
FROM   41.477   TO   41.639       0.905       0.033
       41.518 C 
FROM   41.639   TO   41.689       0.890       0.034
FROM   41.689   TO   41.730       0.874       0.035
FROM   41.730   TO   41.731       0.858       0.036
FROM   41.731   TO   41.811       0.842       0.036
       41.783 C 
FROM   41.811   TO   41.842       0.828       0.037
       41.821 C 
FROM   41.842   TO   41.962       0.815       0.037
       41.856 C 
       41.954 C 
       41.957 C 
FROM   41.962   TO   41.969       0.804       0.038
FROM   41.969   TO   41.977       0.793       0.038
FROM   41.977   TO   42.027       0.782       0.039
FROM   42.027   TO   42.059       0.771       0.039
FROM   42.059   TO   42.075       0.760       0.039
FROM   42.075   TO   42.083       0.750       0.040
FROM   42.083   TO   42.099       0.739       0.040
FROM   42.099   TO   42.117       0.728       0.040
       42.115 C 
FROM   42.117   TO   42.128       0.717       0.040
       42.124 C 
FROM   42.128   TO   42.135       0.707       0.040
FROM   42.135   TO   42.148       0.697       0.040
       42.147 C 
FROM   42.148   TO   42.157       0.687       0.040
       42.150 C 
       42.156 C 
FROM   42.157   TO   42.197       0.678       0.041
       42.186 C 
FROM   42.197   TO   42.198       0.669       0.041
FROM   42.198   TO   42.221       0.660       0.041
FROM   42.221   TO   42.223       0.651       0.041
FROM   42.223   TO   42.228       0.642       0.041
       42.227 C 
FROM   42.228   TO   42.260       0.634       0.041
FROM   42.260   TO   42.284       0.625       0.041
       42.264 C 
       42.272 C 
       42.281 C 
FROM   42.284   TO   42.294       0.617       0.041
       42.286 C 
FROM   42.294   TO   42.310       0.609       0.041
FROM   42.310   TO   42.329       0.601       0.041
FROM   42.329   TO   42.334       0.593       0.041
FROM   42.334   TO   42.340       0.585       0.041
       42.338 C 
FROM   42.340   TO   42.340       0.569       0.041
FROM   42.340   TO   42.347       0.561       0.041
FROM   42.347   TO   42.351       0.554       0.041
FROM   42.351   TO   42.354       0.546       0.041
       42.352 C 
FROM   42.354   TO   42.356       0.538       0.041
       42.355 C 
FROM   42.356   TO   42.359       0.530       0.041
       42.356 C 
FROM   42.359   TO   42.362       0.523       0.041
FROM   42.362   TO   42.368       0.515       0.041
FROM   42.368   TO   42.370       0.508       0.041
FROM   42.370   TO   42.392       0.501       0.041
       42.380 C 
FROM   42.392   TO   42.393       0.493       0.041
FROM   42.393   TO   42.431       0.486       0.041
       42.422 C 
       42.424 C 
FROM   42.431   TO   42.435       0.479       0.041
FROM   42.435   TO   42.445       0.472       0.041
FROM   42.445   TO   42.447       0.464       0.041
FROM   42.447   TO   42.450       0.457       0.041
FROM   42.450   TO   42.454       0.450       0.041
       42.451 C 
FROM   42.454   TO   42.464       0.443       0.041
FROM   42.464   TO   42.464       0.436       0.041
FROM   42.464   TO   42.474       0.429       0.040
FROM   42.474   TO   42.475       0.422       0.040
FROM   42.475   TO   42.483       0.415       0.040
FROM   42.483   TO   42.487       0.408       0.040
       42.486 C 
FROM   42.487   TO   42.494       0.401       0.040
       42.489 C 
FROM   42.494   TO   42.502       0.394       0.040
FROM   42.502   TO   42.521       0.387       0.040
FROM   42.521   TO   42.526       0.380       0.039
FROM   42.526   TO   42.544       0.373       0.039
       42.538 C 
FROM   42.544   TO   42.563       0.367       0.039
FROM   42.563   TO   42.564       0.360       0.039
FROM   42.564   TO   42.575       0.353       0.039
FROM   42.575   TO   42.600       0.346       0.039
       42.596 C 
FROM   42.600   TO   42.601       0.339       0.038
FROM   42.601   TO   42.605       0.333       0.038
       42.605 C 
FROM   42.605   TO   42.611       0.326       0.038
FROM   42.611   TO   42.616       0.319       0.038
FROM   42.616   TO   42.629       0.313       0.037
FROM   42.629   TO   42.640       0.306       0.037
FROM   42.640   TO   42.668       0.299       0.037
       42.650 C 
FROM   42.668   TO   42.672       0.293       0.037
FROM   42.672   TO   42.690       0.286       0.036
FROM   42.690   TO   42.706       0.279       0.036
FROM   42.706   TO   42.715       0.273       0.036
FROM   42.715   TO   42.717       0.266       0.036
FROM   42.717   TO   42.740       0.260       0.035
FROM   42.740   TO   42.749       0.253       0.035
FROM   42.749   TO   42.760       0.246       0.035
FROM   42.760   TO   42.762       0.240       0.034
FROM   42.762   TO   42.764       0.233       0.034
FROM   42.764   TO   42.775       0.227       0.034
       42.771 C 
FROM   42.775   TO   42.779       0.220       0.033
FROM   42.779   TO   42.783       0.213       0.033
FROM   42.783   TO   42.793       0.207       0.033
FROM   42.793   TO   42.795       0.200       0.032
FROM   42.795   TO   42.803       0.194       0.032
FROM   42.803   TO   42.804       0.187       0.031
FROM   42.804   TO   42.809       0.181       0.031
FROM   42.809   TO   42.816       0.174       0.030
FROM   42.816   TO   42.832       0.168       0.030
       42.818 C 
FROM   42.832   TO   42.839       0.161       0.030
FROM   42.839   TO   42.847       0.155       0.029
FROM   42.847   TO   42.850       0.148       0.029
FROM   42.850   TO   42.859       0.142       0.028
FROM   42.859   TO   42.862       0.135       0.027
FROM   42.862   TO   42.868       0.129       0.027
FROM   42.868   TO   42.869       0.122       0.026
FROM   42.869   TO   42.890       0.116       0.026
FROM   42.890   TO   42.946       0.109       0.025
FROM   42.946   TO   42.964       0.103       0.024
FROM   42.964   TO   42.973       0.096       0.024
FROM   42.973   TO   42.975       0.090       0.023
FROM   42.975   TO   42.983       0.083       0.022
FROM   42.983   TO   42.984       0.077       0.021
FROM   42.984   TO   43.057       0.070       0.020
       43.002 C 
       43.012 C 
       43.054 C 
FROM   43.057   TO   43.071       0.064       0.019
FROM   43.071   TO   43.077       0.057       0.019
FROM   43.077   TO   43.084       0.051       0.018
FROM   43.084   TO   43.090       0.045       0.016
FROM   43.090   TO   43.125       0.038       0.015
FROM   43.125   TO   43.139       0.032       0.014
FROM   43.139   TO   43.183       0.025       0.013
FROM   43.183   TO   43.198       0.019       0.011
FROM   43.198   TO   43.337       0.013       0.009
FROM   43.337   TO   43.454       0.006       0.006
FROM   43.454   ONWARDS          -0.000       0.000
    
        PERCENTILES    
         75 TH     50 TH     25 TH
         42.074    42.372    42.744
    
        MEAN=    42.318 +/- 0.052
 
